,author,author_type,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,living_meters,kitchen_meters,ceiling_height,district,street,underground,residential_complex,square_price
7463,do A.S.A.P.,real_estate_agent,Фрязино,sale,flat,2,5,3,55.5,7300000.0,1964,Вторичка,1 балкон,Наземная,40.0,6.5,2.64,Фрязино, Нахимова,unknown,unknown,131531.53153153154
7464,Квартал-М,real_estate_agent,Фрязино,sale,flat,4,4,2,72.2,6900000.0,2014,Вторичка,1 балкон,Наземная,40.0,10.0,2.7,Фрязино,Институтская ,unknown,unknown,95567.86703601107
7465,Ahmadulin Estate,real_estate_agent,Фрязино,sale,flat,7,16,2,43.0,5499999.0,1973,Вторичка,2 балкона,Наземная,25.0,7.0,2.8,Фрязино,проспект Мира,unknown,unknown,127906.95348837209
7466,Иван Усачев,realtor,Фрязино,sale,flat,5,12,3,63.0,6999000.0,2014,Вторичка,2 балкона,Наземная,40.0,10.0,2.7,Фрязино,проспект Мира,unknown,unknown,111095.23809523809
7467,Аркадий Арефьев,realtor,Фрязино,sale,flat,4,4,2,51.0,4750000.0,2014,Вторичка,unknown,unknown,22.0,8.7,2.7,Фрязино,Московская ,unknown,unknown,93137.25490196078
7468,ID 91804683,unknown,Шатура,sale,flat,3,10,1,40.6,3900000.0,2012,Вторичка,1 балкон,unknown,18.0,11.0,2.7,Шатура,Академическая ,unknown,unknown,96059.11330049261
7469,Атлант,real_estate_agent,Шатура,sale,flat,1,2,2,43.5,2100000.0,1979,Вторичка,1 балкон,unknown,24.2,7.3,2.7,Керва мкр,Набережная ,unknown,unknown,48275.862068965514
7470,ID 73179118,homeowner,Шатура,sale,flat,3,5,1,16.0,1800000.0,1970,Вторичка,unknown,Наземная,14.0,8.7,2.7,Шатура,проспект Ильича,unknown,unknown,112500.0
7471,Мегаполис,real_estate_agent,Шатура,sale,flat,4,9,2,64.0,6500000.0,2010,Вторичка,1 балкон,Наземная,36.0,12.0,2.7,Шатура,Академическая ,unknown,unknown,101562.5
7472,Мегаполис,real_estate_agent,Шатура,sale,flat,3,4,2,41.7,4500000.0,1967,Вторичка,unknown,Наземная,22.0,6.0,2.7,Шатура,проспект Ильича,unknown,unknown,107913.66906474819
7473,ID 48075314,homeowner,Шатура,sale,flat,5,5,2,22.7,2000000.0,1970,Вторичка,unknown,Наземная,22.0,8.7,2.5,Шатура,проспект Ильича,unknown,unknown,88105.7268722467
7474,ИНКОМ-Недвижимость,real_estate_agent,Шатура,sale,flat,1,9,1,38.4,3800000.0,2014,Вторичка,unknown,unknown,18.7,10.0,2.7,Шатура,Академическая ,unknown,unknown,98958.33333333334
7475,Мегаполис,real_estate_agent,Шатура,sale,flat,8,9,1,45.9,4950000.0,2013,Вторичка,1 лоджия,Наземная,18.7,12.4,2.7,Шатура,Интернациональная ,unknown,Старый город,107843.13725490196
7476,ID 57920821,realtor,Шатура,sale,flat,7,9,2,50.0,6300000.0,1983,Вторичка,1 лоджия,Наземная,30.6,7.7,2.7,Шатура,Спортивная ,unknown,unknown,126000.0
7477,Мегаполис,real_estate_agent,Шатура,sale,flat,1,2,2,43.5,2100000.0,1979,Вторичка,1 лоджия,Наземная,24.2,7.3,2.5,Керва мкр,Набережная ,unknown,unknown,48275.862068965514
7478,Мегаполис,real_estate_agent,Шатура,sale,flat,2,2,2,41.2,2250000.0,1965,Вторичка,unknown,Наземная,28.0,6.0,2.5,Керва мкр,Первомайская ,unknown,unknown,54611.65048543689
7479,ID 12677744,homeowner,Шатура,sale,flat,5,10,2,70.5,10900000.0,2013,Вторичка,"1 лоджия, 1 балкон",Наземная,33.6,12.0,2.75,Шатура,проспект Ильича,unknown,unknown,154609.9290780142
7480,Мегаполис,real_estate_agent,Шатура,sale,flat,5,5,1,30.0,2200000.0,1972,Вторичка,1 балкон,Наземная,18.0,6.0,2.5,Шатура, Жарова,unknown,unknown,73333.33333333333
7481,unknown,unknown,Дмитров,sale,flat,12,14,1,38.8,4850000.0,2025,Новостройка,unknown,unknown,22.0,8.7,2.7,unknown,unknown,unknown,Шоколад,125000.00000000001
7482,АРХИТЕКТОР,real_estate_agent,Дмитров,sale,flat,11,17,1,42.9,6199000.0,2021,Вторичка,1 лоджия,Наземная,19.3,12.0,2.7,Дмитров,Оборонная ,unknown,unknown,144498.8344988345
7483,ID 117613579,homeowner,Дмитров,sale,flat,5,9,1,31.5,3600000.0,1978,Вторичка,unknown,Наземная,17.0,7.0,2.6,Дмитров, Космонавтов,unknown,unknown,114285.71428571429
7484,unknown,unknown,Дмитров,sale,flat,4,14,1,40.59,4900000.0,2025,Новостройка,unknown,unknown,22.0,8.7,2.7,unknown,unknown,unknown,Шоколад,120719.38901207193
7485,ID 34511582,homeowner,Дмитров,sale,flat,1,3,1,40.1,5000000.0,2023,Вторичка,1 балкон,Наземная,23.0,15.0,2.8,unknown,unknown,unknown,Терра,124688.27930174563
7486,Самолет Плюс Дмитров,real_estate_agent,Дмитров,sale,flat,2,2,1,37.0,3300000.0,2014,Вторичка,unknown,unknown,20.0,8.0,2.7,unknown,unknown,unknown,unknown,89189.18918918919
7487,unknown,unknown,Дмитров,sale,flat,12,14,1,35.63,4600000.0,2025,Новостройка,unknown,unknown,22.0,8.7,2.7,unknown,unknown,unknown,Шоколад,129104.68706146505
7488,Юлия Шведова,realtor,Дмитров,sale,flat,18,18,1,41.0,3800000.0,2008,Вторичка / Апартаменты,unknown,Наземная,22.0,9.0,2.8,Дмитров, Архитектора В.В. Белоброва,unknown,unknown,92682.9268292683
7489,Мир Недвижимости,real_estate_agent,Дмитров,sale,flat,1,4,1,41.4,3600000.0,2014,Вторичка,1 балкон,unknown,17.7,12.8,2.7,Дмитров,Рогачевская ,unknown,unknown,86956.52173913043
7490,Эксперт-Риелт 24,real_estate_agent,Дмитров,sale,flat,7,17,1,42.0,5950000.0,2013,Вторичка,1 лоджия,unknown,16.0,12.0,2.7,Дмитров, Космонавтов,unknown,unknown,141666.66666666666
7491,БизнесКонсалт,real_estate_agent,Дмитров,sale,flat,1,3,1,33.3,4400000.0,2001,Вторичка,1 лоджия,Наземная,23.0,8.7,2.7,Дмитров, Веретенникова,unknown,unknown,132132.13213213213
7492,ID 121207673,homeowner,Дмитров,sale,flat,7,17,1,40.3,5600000.0,2013,Вторичка,1 лоджия,Наземная,20.0,11.0,2.7,Дмитров, Космонавтов,unknown,unknown,138957.81637717123
7493,Татьяна Москальцова,realtor,Дмитров,sale,flat,4,5,1,29.5,3600000.0,1966,Вторичка,1 балкон,Наземная,15.0,6.8,2.7,Дмитров, Космонавтов,unknown,unknown,122033.89830508475
7494,Этажи Дмитров,real_estate_agent,Дмитров,sale,flat,11,18,1,43.9,6600000.0,2013,Вторичка,1 балкон,Наземная,20.3,11.4,2.65,Дмитров,Школьная ,unknown,на Школьной,150341.68564920273
7495,Дмитровское агентство недвижимости,real_estate_agent,Дмитров,sale,flat,5,12,1,30.0,4800000.0,2023,Вторичка,1 лоджия,Наземная,22.0,9.5,2.7,Дмитров,Московская ,unknown,unknown,160000.0
7499,Макромир,real_estate_agent,Химки,sale,flat,2,5,2,58.4,11900000.0,1953,Вторичка,unknown,unknown,32.0,10.0,2.7,unknown, Победы,Химки,unknown,203767.12328767125
7506,1-й ДСК,developer,Химки,sale,flat,16,17,2,53.5,13027250.0,2027,Новостройка,1 балкон,Подземная,25.1,10.1,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,243500.0
7507,Рида,real_estate_agent,Химки,sale,flat,5,5,2,44.8,5300000.0,1980,Вторичка,1 балкон,Наземная,31.0,6.0,2.7,unknown,unknown,Химки,unknown,118303.57142857143
7509,ГОРОДА,real_estate_agent,Химки,sale,flat,1,5,2,53.4,7150000.0,1979,Вторичка,unknown,unknown,30.0,9.5,2.7,unknown, Фрунзе,Сходня,unknown,133895.13108614233
7511,Маленков недвижимость,real_estate_agent,Химки,sale,flat,15,17,3,72.6,9950000.0,1992,Вторичка,1 балкон,Наземная,45.0,12.0,2.65,unknown, Бабакина,Химки,unknown,137052.34159779616
7512,Зоя Варфоломеева,realtor,Химки,sale,flat,6,12,2,52.3,6490000.0,1978,Вторичка,unknown,unknown,19.5,9.9,2.7,unknown, Новая,Сходня,unknown,124091.77820267687
7514,МГСН,real_estate_agent,Химки,sale,flat,12,17,2,58.1,8300000.0,2014,Вторичка,1 лоджия,unknown,30.5,13.0,2.7,unknown, Ленина,Сходня,СтароСходненский,142857.14285714284
7519,1-й ДСК,developer,Химки,sale,flat,2,17,3,69.7,14253650.0,2027,Новостройка,1 балкон,Подземная,36.0,10.7,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,204500.0
7521,Илья Андреев,realtor,Химки,sale,flat,8,16,2,53.9,10300000.0,1987,Вторичка,1 лоджия,Наземная,32.5,9.1,2.75,unknown, Панфилова,Химки,unknown,191094.61966604824
7524,МИЭЛЬ,real_estate_agent,Химки,sale,flat,9,9,3,60.04,8400000.0,1975,Вторичка,1 лоджия,Наземная,42.1,6.0,2.7,unknown, Дружбы,Молжаниново,unknown,139906.72884743504
7527,Анна Прохорова,realtor,Химки,sale,flat,9,9,2,42.0,7100000.0,2014,Вторичка,1 балкон,unknown,28.3,5.5,2.7,unknown, Пожарского,Левобережная,unknown,169047.61904761905
7529,МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,Химки,sale,flat,4,25,2,44.9,12000000.0,2019,Вторичка,unknown,unknown,30.1,6.0,2.7,unknown,Совхозная ,Левобережная,unknown,267260.579064588
7532,Марина Волошина,realtor,Химки,sale,flat,3,8,2,60.4,9900000.0,2024,Новостройка,2 балкона,unknown,34.9,12.6,2.72,unknown, Фрунзе,Сходня,Фрунзенский,163907.28476821192
7533,Иван Усачев,realtor,Химки,sale,flat,8,25,3,80.0,10999000.0,2008,Вторичка,1 лоджия,Наземная,45.0,11.0,2.7,unknown,Молодежная ,Молжаниново,unknown,137487.5
7534,1-й ДСК,developer,Химки,sale,flat,3,7,2,45.0,9729000.0,2026,Новостройка,1 балкон,Подземная,20.8,10.8,2.72,unknown,unknown,Хлебниково,1-й Химкинский ЖК,216200.0
7536,ГОРОБМЕН,real_estate_agent,Химки,sale,flat,5,5,2,44.7,7200000.0,1968,Вторичка,unknown,Наземная,28.5,7.0,2.5,unknown,Юбилейный проспект,Беломорская,unknown,161073.8255033557
7538,Рида,real_estate_agent,Химки,sale,flat,5,5,3,78.4,13100000.0,1960,Вторичка,1 балкон,Наземная,53.4,10.0,3.0,unknown,проспект Мира,Химки,unknown,167091.83673469388
7539,Планета-312,real_estate_agent,Химки,sale,flat,3,23,2,61.5,10500000.0,2014,Вторичка,1 балкон,unknown,32.1,10.1,2.7,unknown,Совхозная ,Левобережная,unknown,170731.70731707316
7542,Самолет плюс Зеленоград,real_estate_agent,Химки,sale,flat,2,2,2,45.7,5000000.0,2014,Вторичка,1 балкон,unknown,25.0,6.0,3.0,unknown,тупик 1-й Первомайский,Сходня,unknown,109409.19037199124
7544,Этажи Москва,real_estate_agent,Химки,sale,flat,4,9,2,42.9,8000000.0,1973,Вторичка,unknown,Наземная,28.0,5.0,2.65,unknown,Зеленая ,Левобережная,unknown,186480.18648018647
7545,1-й ДСК,developer,Химки,sale,flat,14,16,2,59.6,13022600.0,2027,Новостройка,1 балкон,Подземная,28.1,12.3,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,218500.0
7546,НДВ,real_estate_agent,Химки,sale,flat,4,4,2,45.0,5000000.0,2014,Вторичка,unknown,Наземная,28.0,7.0,3.0,unknown,проезд 2-й Северный,Лобня,unknown,111111.11111111111
7547,1-й ДСК,developer,Химки,sale,flat,16,16,2,48.0,11496000.0,2027,Новостройка,1 балкон,Подземная,26.3,6.8,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,239500.0
7548,Рида,real_estate_agent,Химки,sale,flat,2,5,2,42.8,7300000.0,2014,Вторичка,1 балкон,Наземная,28.5,5.0,2.7,unknown, Маяковского,Химки,unknown,170560.74766355142
7549,КЛЮЧ,real_estate_agent,Химки,sale,flat,2,9,3,61.8,10450000.0,1987,Вторичка,1 лоджия,Наземная,37.6,7.1,2.8,unknown,Куркинское шоссе,Сходненская,unknown,169093.8511326861
7550,1-й ДСК,developer,Химки,sale,flat,8,17,2,49.7,11281900.0,2027,Новостройка,1 балкон,Подземная,23.3,7.1,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,227000.0
7552,Этажи Москва,real_estate_agent,Химки,sale,flat,2,25,2,58.1,10690000.0,2007,Вторичка,1 лоджия,unknown,34.3,10.4,2.5,unknown, Горшина,Химки,unknown,183993.11531841653
7555,ДИАЛЬ-НЕДВИЖИМОСТЬ,real_estate_agent,Химки,sale,flat,5,5,2,44.7,7800000.0,1963,Вторичка,1 балкон,Наземная,30.2,6.0,2.7,unknown, Нахимова,Левобережная,unknown,174496.64429530202
7556,ГРАД,developer,Химки,sale,flat,8,20,2,48.0,11200390.0,2026,Новостройка,unknown,unknown,22.0,8.7,2.75,unknown,unknown,Молжаниново,Химки Тайм ЖК,233341.45833333334
7558,Евгения Железняк,realtor,Химки,sale,flat,2,9,2,42.5,7350000.0,2014,Вторичка,unknown,Наземная,31.0,5.5,2.7,unknown,Юбилейный проспект,Молжаниново,unknown,172941.17647058822
7559,1-й ДСК,developer,Химки,sale,flat,14,17,3,74.9,14980000.0,2027,Новостройка,1 балкон,Подземная,34.5,15.3,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,199999.99999999997
7560,Century21 Феникс,real_estate_agent,Химки,sale,flat,5,5,2,62.0,11399999.0,2016,Вторичка,1 лоджия,unknown,39.0,8.0,2.7,unknown, Озерная,Химки,Мишино,183870.9516129032
7561,Татьяна Касьянова,realtor,Химки,sale,flat,4,5,2,45.6,7000000.0,1961,Вторичка,1 балкон,Наземная,31.7,5.3,2.7,unknown,Октябрьская ,Сходня,unknown,153508.77192982455
7562,1-й ДСК,developer,Химки,sale,flat,16,16,2,49.0,11637500.0,2027,Новостройка,1 балкон,Подземная,26.1,7.9,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,237500.0
7563,ZIP Realty,real_estate_agent,Химки,sale,flat,2,5,2,42.6,7900000.0,2014,Вторичка,1 балкон,unknown,27.0,6.0,2.7,unknown, Энгельса,Химки,unknown,185446.00938967135
7565,1-й ДСК,developer,Химки,sale,flat,7,7,3,79.0,14883600.0,2026,Новостройка,1 балкон,Подземная,35.7,17.8,2.72,unknown,unknown,Хлебниково,1-й Химкинский ЖК,188400.0
7567,ID 7838526,unknown,Химки,sale,flat,6,23,2,56.0,13000000.0,2013,Вторичка,unknown,unknown,33.0,15.0,3.0,unknown, Дружбы,Молжаниново,Панорама,232142.85714285713
7568,1-й ДСК,developer,Химки,sale,flat,2,17,2,45.5,9746100.0,2026,Новостройка,1 балкон,Подземная,20.8,9.5,2.72,unknown,unknown,Хлебниково,1-й Химкинский ЖК,214200.0
7573,ЗелАН,real_estate_agent,Химки,sale,flat,3,16,2,54.1,8550000.0,1984,Вторичка,1 балкон,Наземная,31.9,9.2,2.8,unknown,Нагорное шоссе,Химки,unknown,158040.66543438076
7576,Замоскворечье,real_estate_agent,Химки,sale,flat,6,9,2,57.0,6800000.0,2014,Вторичка,1 лоджия,Наземная,38.0,14.0,3.0,unknown,Первомайская ,Сходня,Сходня Парк,119298.24561403508
7577,ГРАД,developer,Химки,sale,flat,6,20,2,51.0,11395260.0,2026,Новостройка,unknown,unknown,22.0,8.7,2.75,unknown,unknown,Молжаниново,Химки Тайм ЖК,223436.4705882353
7579,Владимир Андрюшин,realtor,Химки,sale,flat,9,16,2,54.5,8900000.0,1985,Вторичка,1 балкон,Наземная,34.0,9.7,2.7,unknown, Панфилова,Химки,unknown,163302.75229357797
7581,Татьяна Иващенко,realtor,Химки,sale,flat,17,17,3,63.0,11150000.0,2020,Вторичка,1 балкон,unknown,39.0,9.2,2.8,unknown, Имени К.И. Вороницына,Химки,Две столицы,176984.12698412698
7582,Евгений Мартынов,realtor,Химки,sale,flat,2,3,3,55.2,6900000.0,1967,Вторичка,1 балкон,Наземная,37.5,6.0,2.7,unknown,unknown,Молжаниново,unknown,125000.0
7585,Владимир Бочанов,realtor,Химки,sale,flat,8,9,2,57.0,7000000.0,2018,Вторичка,1 лоджия,Наземная,30.0,14.0,2.85,unknown,Первомайская ,Сходня,unknown,122807.01754385965
7588,ТАНДЕМ,real_estate_agent,Химки,sale,flat,3,10,2,50.0,7990000.0,1990,Вторичка,1 лоджия,unknown,33.0,8.0,2.6,unknown,проспект Мельникова,Молжаниново,unknown,159800.0
7590,Евгения Калужская,realtor,Химки,sale,flat,9,17,2,58.4,10400000.0,1988,Вторичка,1 лоджия,unknown,33.9,10.5,2.64,unknown, Панфилова,Сходненская,unknown,178082.19178082192
7591,Оксана Полтавец,realtor,Химки,sale,flat,2,9,3,56.7,8460000.0,2014,Вторичка,unknown,Наземная,38.0,6.0,2.7,unknown, Нахимова,Левобережная,unknown,149206.3492063492
7592,АТЛАНТ,developer,Химки,sale,flat,2,8,2,41.04,6291432.0,2025,Новостройка / Апартаменты,unknown,unknown,22.0,8.7,2.8,unknown,unknown,Долгопрудная,Клубный дом Новое Вашутино,153300.0
7594,CENTURY 21 Столичная недвижимость,real_estate_agent,Химки,sale,flat,12,17,2,56.0,9300000.0,2016,Вторичка,1 лоджия,unknown,37.0,8.0,2.7,unknown,тупик 3-й Мичуринский,Сходня,unknown,166071.42857142858
7595,1-й ДСК,developer,Химки,sale,flat,16,17,2,57.3,12835200.0,2027,Новостройка,1 балкон,Подземная,28.5,11.3,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,224000.0
7597,Валентина Алексеева,realtor,Химки,sale,flat,4,9,2,43.5,8000000.0,1968,Вторичка,1 балкон,Наземная,27.0,6.5,2.7,unknown, Гоголя,Химки,unknown,183908.0459770115
7599,Галант,real_estate_agent,Химки,sale,flat,11,14,2,53.6,10000000.0,1975,Вторичка,unknown,unknown,33.0,8.6,2.7,unknown,Зеленая ,Левобережная,unknown,186567.16417910447
7600,Светлана Коновалова,realtor,Химки,sale,flat,11,17,2,52.0,9500000.0,1988,Вторичка,1 балкон,Наземная,31.0,8.5,2.64,unknown,Совхозная ,Левобережная,unknown,182692.3076923077
7601,1-й ДСК,developer,Химки,sale,flat,13,17,3,74.0,14763000.0,2027,Новостройка,1 балкон,Подземная,36.7,14.1,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,199500.0
7602,Владимир Фетискин,realtor,Химки,sale,flat,14,25,3,79.0,13500000.0,2007,Вторичка,1 лоджия,Наземная,22.0,11.0,2.7,unknown,проезд Молодежный,Молжаниново,unknown,170886.07594936708
7603,Формула жилья,real_estate_agent,Химки,sale,flat,2,4,2,53.4,8800000.0,1959,Вторичка,unknown,Наземная,32.0,9.0,3.0,unknown,Ленинградская ,Химки,unknown,164794.00749063672
7605,Классика,real_estate_agent,Химки,sale,flat,5,17,2,68.0,9400000.0,2021,Вторичка,1 лоджия,Подземная,34.0,13.0,2.8,unknown,unknown,Молжаниново,Авиатор,138235.29411764705
7606,Ирина Васильева,realtor,Химки,sale,flat,3,14,3,63.7,8500000.0,1972,Вторичка,"1 лоджия, 1 балкон",unknown,41.5,8.0,2.64,unknown,Юбилейный проспект,Химки,unknown,133437.99058084772
7609,АВИЛОН,real_estate_agent,Химки,sale,flat,3,5,3,55.0,8150000.0,1959,Вторичка,1 балкон,unknown,42.0,6.0,2.5,unknown, Маяковского,Химки,unknown,148181.81818181818
7611,Самолет Плюс Зеленоград,real_estate_agent,Химки,sale,flat,3,9,2,45.2,9300000.0,1969,Вторичка,1 балкон,unknown,25.4,9.0,2.6,unknown,Аптечная ,Химки,unknown,205752.21238938053
7614,Бест-Химки,real_estate_agent,Химки,sale,flat,11,14,2,45.0,7500000.0,1972,Вторичка,1 балкон,unknown,30.0,6.0,2.6,unknown,Юбилейный проспект,Химки,unknown,166666.66666666666
7616,OPN PARTNER,real_estate_agent,Химки,sale,flat,9,17,2,77.1,8700000.0,2021,Вторичка,1 лоджия,Наземная,40.7,12.2,2.8,unknown,unknown,Молжаниново,Авиатор,112840.46692607005
7617,ГОРОБМЕН,real_estate_agent,Химки,sale,flat,4,9,2,53.0,9800000.0,2015,Вторичка,1 балкон,Подземная,35.0,10.0,2.7,unknown,проезд Набережный,Шереметьевская,Город набережных,184905.6603773585
7618,1-й ДСК,developer,Химки,sale,flat,16,17,2,63.1,12821920.0,2026,Новостройка,1 балкон,Подземная,27.4,10.6,2.72,unknown,unknown,Хлебниково,1-й Химкинский ЖК,203200.0
7619,Ордер,real_estate_agent,Химки,sale,flat,5,9,2,44.6,9350000.0,1968,Вторичка,1 балкон,Наземная,27.4,6.0,2.65,unknown, Гоголя,Химки,unknown,209641.25560538116
7620,Игорь Леонтьев,realtor,Химки,sale,flat,5,9,2,33.8,7100000.0,1967,Вторичка,1 балкон,Наземная,24.0,6.0,2.7,unknown, Гоголя,Химки,unknown,210059.17159763316
7621,1-й ДСК,developer,Химки,sale,flat,2,12,2,47.2,9402240.0,2026,Новостройка,1 балкон,Подземная,22.6,12.3,2.72,unknown,unknown,Хлебниково,1-й Химкинский ЖК,199200.0
7622,МГСН,real_estate_agent,Химки,sale,flat,14,16,2,48.1,8500000.0,2014,Вторичка,unknown,unknown,27.5,9.0,2.7,unknown,проезд Тепличный,Сходня,Химки 2019,176715.1767151767
7623,Александр Гумиров,realtor,Химки,sale,flat,4,8,2,72.94,10000000.0,2020,Вторичка,1 лоджия,Подземная,36.0,14.0,3.0,unknown, Загородная,Химки,Загородный Квартал,137098.98546750753
7626,Городской департамент недвижимости,real_estate_agent,Химки,sale,flat,3,4,2,45.8,5700000.0,1963,Вторичка,1 балкон,Наземная,29.0,6.0,2.7,unknown,Банный переулок,Сходня,unknown,124454.14847161573
7628,ID 13397473,unknown,Химки,sale,flat,4,4,2,68.3,13700000.0,2019,Вторичка,unknown,Наземная,39.7,12.1,2.8,unknown, Ивановская,Молжаниново,unknown,200585.6515373353
7629,Андрей Тютюнник,realtor,Химки,sale,flat,15,17,1,63.0,3300000.0,2007,Вторичка,1 лоджия,Наземная,32.1,12.0,2.8,unknown,unknown,Молжаниново,unknown,52380.95238095238
7632,Маргарита Семенихина,realtor,Химки,sale,flat,8,9,2,52.8,9500000.0,1982,Вторичка,1 балкон,Наземная,33.2,9.0,2.7,unknown, Бабакина,Химки,unknown,179924.24242424243
7634,do A.S.A.P.,real_estate_agent,Химки,sale,flat,8,17,2,68.0,12810000.0,2017,Вторичка,1 балкон,Открытая,22.0,11.0,2.7,unknown,9 Мая ,Химки,Альфа Центавра,188382.35294117648
7635,Сергей Иванов,realtor,Химки,sale,flat,5,9,2,48.2,8200000.0,2014,Вторичка,1 лоджия,Наземная,31.0,6.5,2.7,unknown,Молодежная ,Химки,unknown,170124.4813278008
7638,Аксана Гуркина,realtor,Химки,sale,flat,16,17,3,74.9,11000000.0,2007,Вторичка,2 лоджии,Наземная,39.0,10.0,3.0,unknown,тупик 2-й Мичуринский,Сходня,unknown,146862.48331108142
7639,1-й ДСК,developer,Химки,sale,flat,4,11,3,66.0,13761000.0,2027,Новостройка,1 балкон,Подземная,34.1,10.5,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,208500.0
7640,Бюро Недвижимости Профи,real_estate_agent,Химки,sale,flat,5,5,2,45.0,7200000.0,2014,Вторичка,unknown,unknown,29.0,6.0,2.7,unknown, Гоголя,Химки,unknown,160000.0
7642,ID 122081193,homeowner,Химки,sale,flat,1,4,2,42.4,6600000.0,1961,Вторичка,unknown,Наземная,27.8,5.0,2.7,unknown, Мичурина,Химки,unknown,155660.37735849057
7643,АССА,real_estate_agent,Химки,sale,flat,3,9,2,44.0,6950000.0,2014,Вторичка,1 лоджия,Наземная,27.0,6.0,2.7,unknown, Дружбы,Молжаниново,unknown,157954.54545454544
7645,ID 93559866,homeowner,Химки,sale,flat,5,5,2,51.0,10400000.0,1983,Вторичка,1 лоджия,unknown,30.0,10.0,3.0,unknown, Зои Космодемьянской,Химки,unknown,203921.568627451
7646,Евгения Железняк,realtor,Химки,sale,flat,12,17,2,52.0,8950000.0,1987,Вторичка,1 лоджия,Наземная,34.0,8.0,2.8,unknown, Панфилова,Беломорская,unknown,172115.38461538462
7647,1-й ДСК,developer,Химки,sale,flat,7,16,2,52.5,10589250.0,2026,Новостройка,1 балкон,Подземная,21.8,10.2,2.72,unknown,unknown,Хлебниково,1-й Химкинский ЖК,201700.0
7648,НДВ,real_estate_agent,Химки,sale,flat,4,17,2,63.9,11950000.0,2014,Вторичка,1 лоджия,unknown,40.0,15.0,2.7,unknown,Совхозная ,Левобережная,unknown,187010.95461658842
7649,Империя,real_estate_agent,Химки,sale,flat,4,7,2,48.0,7150000.0,2012,Вторичка,2 балкона,Наземная,29.0,8.2,2.8,unknown, Летчика Ивана Федорова,Шереметьевская,unknown,148958.33333333334
7650,1-й ДСК,developer,Химки,sale,flat,4,17,2,48.8,10794560.0,2026,Новостройка,1 балкон,Подземная,20.2,11.5,2.72,unknown,unknown,Хлебниково,1-й Химкинский ЖК,221200.0
7652,Евгения Баландина,realtor,Химки,sale,flat,7,18,2,42.3,9180000.0,2019,Вторичка,unknown,unknown,28.0,8.0,2.8,unknown, Германа Титова,Молжаниново,Солнечная система,217021.27659574468
7655,Этажи Москва,real_estate_agent,Химки,sale,flat,1,5,3,55.1,7500000.0,1960,Вторичка,unknown,unknown,36.9,6.0,2.7,unknown,Пролетарская ,Химки,unknown,136116.15245009074
7656,АТЛАНТ,developer,Химки,sale,flat,2,8,2,45.48,6972084.0,2025,Новостройка / Апартаменты,unknown,unknown,22.0,8.7,2.8,unknown,unknown,Долгопрудная,Клубный дом Новое Вашутино,153300.0
7657,Александр Петров,realtor,Химки,sale,flat,5,5,2,46.0,5300000.0,2014,Вторичка,1 балкон,Наземная,30.0,6.0,2.7,unknown,Горная ,Сходня,unknown,115217.39130434782
7658,ID 292984,real_estate_agent,Химки,sale,flat,7,8,2,56.7,9500000.0,2015,Вторичка,1 балкон,Наземная,27.0,17.0,2.8,unknown,проезд Набережный,Шереметьевская,unknown,167548.50088183422
7661,5SEASONS,real_estate_agent,Химки,sale,flat,1,9,3,54.4,8900000.0,1968,Вторичка,1 лоджия,Наземная,36.2,8.3,2.5,unknown, Кирова,Химки,unknown,163602.9411764706
7662,1-й ДСК,developer,Химки,sale,flat,5,16,2,44.4,10611600.0,2027,Новостройка,1 балкон,Подземная,24.9,6.1,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,239000.0
7665,Классика,real_estate_agent,Химки,sale,flat,3,9,2,34.6,7200000.0,1965,Вторичка,1 балкон,Наземная,20.3,6.0,2.64,unknown, 8 Марта,Химки,unknown,208092.48554913295
7666,ГОРОБМЕН,real_estate_agent,Химки,sale,flat,7,8,2,68.5,9200000.0,2014,Вторичка,1 лоджия,Наземная,41.8,8.6,2.8,unknown,Овражная ,Сходня,На Овражной,134306.5693430657
7669,Любовь Жук,realtor,Химки,sale,flat,3,13,2,57.0,9900000.0,1985,Вторичка,1 лоджия,Наземная,34.5,8.1,2.5,unknown,Молодежная ,Планерная,unknown,173684.2105263158
7671,Домина Групп,real_estate_agent,Химки,sale,flat,12,17,2,52.0,9850000.0,2002,Вторичка,1 балкон,unknown,31.0,10.0,2.7,unknown, Марии Рубцовой,Молжаниново,unknown,189423.07692307694
7673,CENTURY21 Союз,real_estate_agent,Химки,sale,flat,2,5,2,44.3,7700000.0,1961,Вторичка,1 балкон,Наземная,29.2,6.0,2.6,unknown,Кольцевая ,Химки,unknown,173814.89841986456
